12.0, 12.8, 0.0, 888.6, 262.9, 3.12, 47.6, 10.5, 5.3, -11.4
12.6, 12.8, 0.0, 666.4, 305.3, 3.65, 57.6, 10.2, 5.3, -11.4
9.8, 12.8, 0.0, 608.1, 303.2, 1.31, 67.5, 8.0, 5.2, -11.4
11.6, 12.8, 0.0, 749.7, 284.4, 1.32, 57.4, 8.9, 5.1, -11.4
13.0, 12.8, 0.0, 678.4, 302.9, 1.64, 57.5, 10.8, 5.1, -11.4
14.8, 12.8, 0.0, 726.3, 300.9, 2.02, 62.3, 12.0, 5.0, -11.4
16.5, 12.8, 0.0, 872.8, 278.3, 2.58, 61.0, 13.6, 5.0, -11.4
17.5, 12.8, 0.0, 540.8, 348.3, 1.35, 58.4, 14.4, 5.0, -11.4
16.6, 12.8, 0.0, 596.9, 332.0, 1.18, 71.1, 14.0, 5.0, -11.4
18.3, 12.8, 0.0, 371.6, 385.6, 2.19, 59.8, 15.4, 5.0, -11.4
17.4, 12.8, 0.0, 365.3, 381.5, 3.57, 62.2, 14.9, 5.1, -11.4
15.7, 12.8, 0.0, 667.3, 311.0, 3.16, 64.0, 13.6, 5.1, -11.4
15.2, 12.8, 0.0, 815.5, 277.9, 3.32, 62.5, 13.0, 5.1, -11.4
12.7, 12.8, 0.0, 570.6, 315.5, 1.84, 67.4, 10.7, 5.0, -11.4
14.4, 12.8, 0.0, 355.2, 366.0, 0.75, 72.0, 11.3, 5.0, -11.4
16.9, 12.8, 0.0, 352.6, 378.9, 1.29, 72.4, 13.7, 5.0, -11.4
18.8, 12.8, 0.0, 350.0, 389.1, 1.2, 73.0, 15.6, 5.0, -11.4
18.9, 12.8, 1.83, 347.3, 389.9, 2.13, 69.7, 16.3, 5.0, -11.4
15.1, 12.8, 0.0, 351.7, 368.3, 1.07, 73.3, 13.4, 5.0, -11.4
15.1, 12.8, 0.0, 341.8, 369.8, 2.42, 65.4, 12.9, 5.0, -11.4
14.0, 12.8, 24.0, 339.0, 364.1, 1.78, 73.0, 11.9, 5.0, -11.4
9.7, 12.8, 48.49, 336.2, 342.8, 2.73, 100.0, 8.3, 5.0, -11.4
7.6, 12.8, 9.99, 505.3, 299.0, 2.23, 100.0, 5.8, 5.0, -11.4
8.6, 12.8, 2.57, 438.2, 315.8, 1.71, 100.0, 6.3, 4.9, -11.4
10.1, 10.6, 0.0, 316.3, 337.3, 0.68, 75.2, 7.1, 4.8, -11.4
9.5, 10.6, 0.85, 338.4, 328.9, 1.13, 75.6, 6.8, 4.7, -11.4
8.8, 10.6, 6.39, 310.5, 331.1, 1.71, 68.7, 6.1, 4.7, -11.4
4.6, 10.6, 1.36, 476.7, 277.1, 0.61, 65.2, 2.5, 4.6, -11.4
6.8, 10.6, 0.0, 595.7, 260.4, 1.49, 64.1, 4.0, 4.4, -11.4
7.8, 10.6, 0.0, 614.5, 258.9, 1.65, 65.4, 4.6, 4.3, -11.4
9.4, 10.6, 0.0, 545.3, 279.1, 1.64, 63.1, 6.3, 4.2, -11.4
10.3, 10.6, 0.0, 532.7, 284.6, 2.42, 68.3, 7.1, 4.1, -11.4
12.4, 10.6, 12.53, 348.4, 335.2, 3.75, 72.2, 8.8, 4.1, -11.4
12.2, 10.6, 1.7, 400.4, 320.9, 2.97, 69.4, 9.3, 4.1, -11.4
9.7, 10.6, 0.85, 462.9, 294.0, 2.16, 68.0, 7.3, 4.0, -11.4
6.8, 10.6, 9.12, 285.4, 321.1, 1.75, 69.7, 4.8, 4.0, -11.4
4.1, 10.6, 0.0, 483.2, 263.9, 3.38, 58.6, 2.2, 3.9, -11.4
3.9, 10.6, 0.0, 375.7, 285.8, 4.02, 56.1, 1.0, 3.7, -11.4
4.7, 10.6, 0.0, 278.3, 310.6, 3.12, 62.5, 2.0, 3.6, -11.4
4.0, 10.6, 0.0, 550.1, 244.7, 2.93, 61.9, 1.8, 3.5, -11.4
3.0, 10.6, 0.0, 506.7, 249.2, 1.04, 61.1, -0.2, 3.4, -11.4
7.7, 10.6, 0.0, 263.5, 325.7, 0.98, 64.1, 3.5, 3.2, -11.4
11.0, 10.6, 0.0, 260.1, 341.4, 2.63, 56.9, 6.9, 3.1, -11.4
10.9, 10.6, 10.77, 256.8, 341.1, 2.01, 72.9, 7.8, 3.1, -11.4
7.9, 10.6, 0.0, 313.9, 311.1, 1.61, 75.2, 5.8, 3.0, -11.4
3.9, 10.6, 1.75, 250.2, 308.0, 2.93, 65.9, 2.3, 2.9, -11.4
-0.3, 10.6, 0.0, 404.3, 252.2, 1.89, 70.1, -1.9, 2.7, -11.4
-1.1, 10.6, 0.0, 455.1, 236.0, 1.63, 74.0, -3.1, 2.5, -11.4
-0.6, 10.6, 0.85, 515.3, 221.7, 1.58, 72.0, -3.1, 2.2, -11.4
-1.6, 10.6, 0.85, 514.6, 216.7, 1.64, 76.3, -4.0, 2.0, -11.4
2.1, 10.6, 0.85, 305.9, 281.5, 2.02, 77.3, -1.3, 1.8, -11.4
2.5, 10.6, 2.16, 239.1, 299.7, 0.63, 81.0, -0.6, 1.6, -11.4
2.8, 10.6, 0.0, 412.6, 253.6, 2.47, 77.3, 0.5, 1.4, -11.4
1.4, 10.6, 0.0, 462.2, 233.3, 1.29, 75.7, -1.4, 1.2, -11.4
0.3, 8.78, 0.04, 339.8, 267.8, 1.22, 78.6, 0.9, 1.0, -11.4
0.8, 8.78, 0.07, 346.8, 267.0, 1.32, 78.7, 1.9, 0.9, -11.4
5.2, 8.78, 3.03, 246.5, 308.9, 2.22, 79.4, 5.4, 0.8, -11.4
2.4, 8.78, 0.07, 430.9, 250.0, 2.0, 83.2, 4.6, 0.8, -11.4
-0.9, 8.78, 0.03, 383.3, 247.3, 1.82, 82.3, 0.8, 0.6, -11.4
-1.9, 8.78, 0.13, 463.7, 222.6, 0.68, 86.2, 0.0, 0.5, -11.4
-4.7, 8.78, 0.78, 273.1, 256.3, 1.54, 86.4, -2.5, 0.3, -11.4
-9.0, 8.78, 0.51, 249.2, 244.0, 2.24, 86.6, -5.1, 0.0, -11.4
-10.2, 8.78, 0.0, 223.4, 244.3, 4.67, 86.5, -6.3, -0.3, -11.4
-11.8, 8.78, 0.03, 467.6, 181.6, 4.35, 86.8, -7.0, -0.6, -11.4
